a ㄚ
xiaqq ㄒㄧㄚˊ
xiaqqq ㄒㄧㄚˇ
xiaqqqq ㄒㄧㄚˋ
xiaqqqqq ㄒㄧㄚ˙
xian ㄒㄧㄢ
xianq ㄒㄧㄢˉ
xianqq ㄒㄧㄢˊ
xianqqq ㄒㄧㄢˇ
xianqqqq ㄒㄧㄢˋ
xianqqqqq ㄒㄧㄢ˙
xiang ㄒㄧㄤ
xiangq ㄒㄧㄤˉ
xiangqq ㄒㄧㄤˊ
xiangqqq ㄒㄧㄤˇ
xiangqqqq ㄒㄧㄤˋ
xiangqqqqq ㄒㄧㄤ˙
xiao ㄒㄧㄠ
xiaoq ㄒㄧㄠˉ
xiaoqq ㄒㄧㄠˊ
xiaoqqq ㄒㄧㄠˇ
xiaoqqqq ㄒㄧㄠˋ
xiaoqqqqq ㄒㄧㄠ˙
xie ㄒㄧㄝ
xieq ㄒㄧㄝˉ
xieqq ㄒㄧㄝˊ
xieqqq ㄒㄧㄝˇ
xieqqqq ㄒㄧㄝˋ
xieqqqqq ㄒㄧㄝ˙
xin ㄒㄧㄣ
xinq ㄒㄧㄣˉ
xinqq ㄒㄧㄣˊ
xinqqq ㄒㄧㄣˇ
xinqqqq ㄒㄧㄣˋ
xinqqqqq ㄒㄧㄣ˙
xing ㄒㄧㄥ
xingq ㄒㄧㄥˉ
xingqq ㄒㄧㄥˊ
xingqqq ㄒㄧㄥˇ
xingqqqq ㄒㄧㄥˋ
xingqqqqq ㄒㄧㄥ˙
xiong ㄒㄩㄥ
xiongq ㄒㄩㄥˉ
xiongqq ㄒㄩㄥˊ
xiongqqq ㄒㄩㄥˇ
xiongqqqq ㄒㄩㄥˋ
xiongqqqqq ㄒㄩㄥ˙
xiou ㄒㄧㄡ
xiouq ㄒㄧㄡˉ
xiouqq ㄒㄧㄡˊ
xiouqqq ㄒㄧㄡˇ
xiouqqqq ㄒㄧㄡˋ
xiouqqqqq ㄒㄧㄡ˙
xiu ㄒㄧㄡ
xiuq ㄒㄧㄡˉ
xiuqq ㄒㄧㄡˊ
xiuqqq ㄒㄧㄡˇ
xiuqqqq ㄒㄧㄡˋ
xiuqqqqq ㄒㄧㄡ˙
xiung ㄒㄩㄥ
xiungq ㄒㄩㄥˉ
xiungqq ㄒㄩㄥˊ
xiungqqq ㄒㄩㄥˇ
xiungqqqq ㄒㄩㄥˋ
xiungqqqqq ㄒㄩㄥ˙
xo ㄒㄛ
xoq ㄒㄛˉ
xoqq ㄒㄛˊ
xoqqq ㄒㄛˇ
xoqqqq ㄒㄛˋ
xoqqqqq ㄒㄛ˙
xong ㄒㄨㄥ
xongq ㄒㄨㄥˉ
xongqq ㄒㄨㄥˊ
xongqqq ㄒㄨㄥˇ
xongqqqq ㄒㄨㄥˋ
xongqqqqq ㄒㄨㄥ˙
xou ㄒㄡ
xouq ㄒㄡˉ
xouqq ㄒㄡˊ
xouqqq ㄒㄡˇ
xouqqqq ㄒㄡˋ
xouqqqqq ㄒㄡ˙
xu ㄒㄨ
xuq ㄒㄨˉ
xuqq ㄒㄨˊ
xuqqq ㄒㄨˇ
xuqqqq ㄒㄨˋ
xuqqqqq ㄒㄨ˙
xua ㄒㄨㄚ
xuaq ㄒㄨㄚˉ
xuaqq ㄒㄨㄚˊ
xuaqqq ㄒㄨㄚˇ
xuaqqqq ㄒㄨㄚˋ
xuaqqqqq ㄒㄨㄚ˙
xuai ㄒㄨㄞ
xuaiq ㄒㄨㄞˉ
xuaiqq ㄒㄨㄞˊ
xuaiqqq ㄒㄨㄞˇ
xuaiqqqq ㄒㄨㄞˋ
xuaiqqqqq ㄒㄨㄞ˙
xuan ㄒㄨㄢ
xuanq ㄒㄨㄢˉ
xuanqq ㄒㄨㄢˊ
xuanqqq ㄒㄨㄢˇ
xuanqqqq ㄒㄨㄢˋ
xuanqqqqq ㄒㄨㄢ˙
xuang ㄒㄨㄤ
xuangq ㄒㄨㄤˉ
xuangqq ㄒㄨㄤˊ
xuangqqq ㄒㄨㄤˇ
xuangqqqq ㄒㄨㄤˋ
xuangqqqqq ㄒㄨㄤ˙
xue ㄒㄩㄝ
xueq ㄒㄩㄝˉ
xueqq ㄒㄩㄝˊ
xueqqq ㄒㄩㄝˇ
xueqqqq ㄒㄩㄝˋ
xueqqqqq ㄒㄩㄝ˙
xui ㄒㄨㄟ
xuiq ㄒㄨㄟˉ
xuiqq ㄒㄨㄟˊ
xuiqqq ㄒㄨㄟˇ
xuiqqqq ㄒㄨㄟˋ
xuiqqqqq ㄒㄨㄟ˙
xun ㄒㄨㄣ
xunq ㄒㄨㄣˉ
xunqq ㄒㄨㄣˊ
xunqqq ㄒㄨㄣˇ
xunqqqq ㄒㄨㄣˋ
xunqqqqq ㄒㄨㄣ˙
xung ㄒㄨㄥ
xungq ㄒㄨㄥˉ
xungqq ㄒㄨㄥˊ
xungqqq ㄒㄨㄥˇ
xungqqqq ㄒㄨㄥˋ
xungqqqqq ㄒㄨㄥ˙
xuo ㄒㄨㄛ
xuoq ㄒㄨㄛˉ
xuoqq ㄒㄨㄛˊ
xuoqqq ㄒㄨㄛˇ
xuoqqqq ㄒㄨㄛˋ
xuoqqqqq ㄒㄨㄛ˙
xv ㄒㄩ
xvq ㄒㄩˉ
xvqq ㄒㄩˊ
xvqqq ㄒㄩˇ
xvqqqq ㄒㄩˋ
xvqqqqq ㄒㄩ˙
xve ㄒㄩㄝ
xveq ㄒㄩㄝˉ
xveqq ㄒㄩㄝˊ
xveqqq ㄒㄩㄝˇ
xveqqqq ㄒㄩㄝˋ
xveqqqqq ㄒㄩㄝ˙
xvn ㄒㄩㄣ
xvnq ㄒㄩㄣˉ
xvnqq ㄒㄩㄣˊ
xvnqqq ㄒㄩㄣˇ
xvnqqqq ㄒㄩㄣˋ
xvnqqqqq ㄒㄩㄣ˙
xvng ㄒㄩㄥ
xvngq ㄒㄩㄥˉ
xvngqq ㄒㄩㄥˊ
xvngqqq ㄒㄩㄥˇ
xvngqqqq ㄒㄩㄥˋ
xvngqqqqq ㄒㄩㄥ˙
xyu ㄒㄩ
xyuq ㄒㄩˉ
xyuqq ㄒㄩˊ
xyuqqq ㄒㄩˇ
xyuqqqq ㄒㄩˋ
xyuqqqqq ㄒㄩ˙
xyue ㄒㄩㄝ
xyueq ㄒㄩㄝˉ
xyueqq ㄒㄩㄝˊ
xyueqqq ㄒㄩㄝˇ
xyueqqqq ㄒㄩㄝˋ
xyueqqqqq ㄒㄩㄝ˙
xyun ㄒㄩㄣ
xyunq ㄒㄩㄣˉ
xyunqq ㄒㄩㄣˊ
xyunqqq ㄒㄩㄣˇ
xyunqqqq ㄒㄩㄣˋ
xyunqqqqq ㄒㄩㄣ˙
xyung ㄒㄩㄥ
xyungq ㄒㄩㄥˉ
xyungqq ㄒㄩㄥˊ
xyungqqq ㄒㄩㄥˇ
xyungqqqq ㄒㄩㄥˋ
xyungqqqqq ㄒㄩㄥ˙
ya ㄧㄚ
yaq ㄧㄚˉ
yaqq ㄧㄚˊ
yaqqq ㄧㄚˇ
yaqqqq ㄧㄚˋ
yaqqqqq ㄧㄚ˙
yan ㄧㄢ
yanq ㄧㄢˉ
yanqq ㄧㄢˊ
yanqqq ㄧㄢˇ
yanqqqq ㄧㄢˋ
yanqqqqq ㄧㄢ˙
yang ㄧㄤ
yangq ㄧㄤˉ
yangqq ㄧㄤˊ
yangqqq ㄧㄤˇ
yangqqqq ㄧㄤˋ
yangqqqqq ㄧㄤ˙
yao ㄧㄠ
yaoq ㄧㄠˉ
yaoqq ㄧㄠˊ
yaoqqq ㄧㄠˇ
yaoqqqq ㄧㄠˋ
yaoqqqqq ㄧㄠ˙
ye ㄧㄝ
yeq ㄧㄝˉ
yeqq ㄧㄝˊ
yeqqq ㄧㄝˇ
yeqqqq ㄧㄝˋ
yeqqqqq ㄧㄝ˙
yi ㄧ
yiq ㄧˉ
yiqq ㄧˊ
yiqqq ㄧˇ
yiqqqq ㄧˋ
yiqqqqq ㄧ˙
yin ㄧㄣ
yinq ㄧㄣˉ
yinqq ㄧㄣˊ
yinqqq ㄧㄣˇ
yinqqqq ㄧㄣˋ
yinqqqqq ㄧㄣ˙
ying ㄧㄥ
yingq ㄧㄥˉ
yingqq ㄧㄥˊ
yingqqq ㄧㄥˇ
yingqqqq ㄧㄥˋ
yingqqqqq ㄧㄥ˙
yong ㄩㄥ
yongq ㄩㄥˉ
yongqq ㄩㄥˊ
yongqqq ㄩㄥˇ
yongqqqq ㄩㄥˋ
yongqqqqq ㄩㄥ˙
you ㄧㄡ
youq ㄧㄡˉ
youqq ㄧㄡˊ
youqqq ㄧㄡˇ
youqqqq ㄧㄡˋ
youqqqqq ㄧㄡ˙
yu ㄩ
yuq ㄩˉ
yuqq ㄩˊ
yuqqq ㄩˇ
yuqqqq ㄩˋ
yuqqqqq ㄩ˙
yu ㄩ
yuq ㄩˉ
yuqq ㄩˊ
yuqqq ㄩˇ
yuqqqq ㄩˋ
yuqqqqq ㄩ˙
yue ㄩㄝ
yueq ㄩㄝˉ
yueqq ㄩㄝˊ
yueqqq ㄩㄝˇ
yueqqqq ㄩㄝˋ
yueqqqqq ㄩㄝ˙
yue ㄩㄝ
yueq ㄩㄝˉ
yueqq ㄩㄝˊ
yueqqq ㄩㄝˇ
yueqqqq ㄩㄝˋ
yueqqqqq ㄩㄝ˙
yun ㄩㄣ
yunq ㄩㄣˉ
yunqq ㄩㄣˊ
yunqqq ㄩㄣˇ
yunqqqq ㄩㄣˋ
yunqqqqq ㄩㄣ˙
yun ㄩㄣ
yunq ㄩㄣˉ
yunqq ㄩㄣˊ
yunqqq ㄩㄣˇ
yunqqqq ㄩㄣˋ
yunqqqqq ㄩㄣ˙
yung ㄩㄥ
yungq ㄩㄥˉ
yungqq ㄩㄥˊ
yungqqq ㄩㄥˇ
yungqqqq ㄩㄥˋ
yungqqqqq ㄩㄥ˙
yung ㄩㄥ
yungq ㄩㄥˉ
yungqq ㄩㄥˊ
yungqqq ㄩㄥˇ
yungqqqq ㄩㄥˋ
yungqqqqq ㄩㄥ˙
za ㄗㄚ
zaq ㄗㄚˉ
zaqq ㄗㄚˊ
zaqqq ㄗㄚˇ
zaqqqq ㄗㄚˋ
zaqqqqq ㄗㄚ˙
zai ㄗㄞ
zaiq ㄗㄞˉ
zaiqq ㄗㄞˊ
zaiqqq ㄗㄞˇ
zaiqqqq ㄗㄞˋ
zaiqqqqq ㄗㄞ˙
zan ㄗㄢ
zanq ㄗㄢˉ
zanqq ㄗㄢˊ
zanqqq ㄗㄢˇ
zanqqqq ㄗㄢˋ
zanqqqqq ㄗㄢ˙
zang ㄗㄤ
zangq ㄗㄤˉ
zangqq ㄗㄤˊ
zangqqq ㄗㄤˇ
zangqqqq ㄗㄤˋ
zangqqqqq ㄗㄤ˙
zao ㄗㄠ
zaoq ㄗㄠˉ
zaoqq ㄗㄠˊ
zaoqqq ㄗㄠˇ
zaoqqqq ㄗㄠˋ
zaoqqqqq ㄗㄠ˙
ze ㄗㄜ
zeq ㄗㄜˉ
zeqq ㄗㄜˊ
zeqqq ㄗㄜˇ
zeqqqq ㄗㄜˋ
zeqqqqq ㄗㄜ˙
zei ㄗㄟ
zeiq ㄗㄟˉ
zeiqq ㄗㄟˊ
zeiqqq ㄗㄟˇ
zeiqqqq ㄗㄟˋ
zeiqqqqq ㄗㄟ˙
zen ㄗㄣ
zenq ㄗㄣˉ
zenqq ㄗㄣˊ
zenqqq ㄗㄣˇ
zenqqqq ㄗㄣˋ
zenqqqqq ㄗㄣ˙
zeng ㄗㄥ
zengq ㄗㄥˉ
zengqq ㄗㄥˊ
zengqqq ㄗㄥˇ
zengqqqq ㄗㄥˋ
zengqqqqq ㄗㄥ˙
zer ㄗㄦ
zerq ㄗㄦˉ
zerqq ㄗㄦˊ
zerqqq ㄗㄦˇ
zerqqqq ㄗㄦˋ
zerqqqqq ㄗㄦ˙
zha ㄓㄚ
zhaq ㄓㄚˉ
zhaqq ㄓㄚˊ
zhaqqq ㄓㄚˇ
zhaqqqq ㄓㄚˋ
zhaqqqqq ㄓㄚ˙
zhai ㄓㄞ
zhaiq ㄓㄞˉ
zhaiqq ㄓㄞˊ
zhaiqqq ㄓㄞˇ
zhaiqqqq ㄓㄞˋ
zhaiqqqqq ㄓㄞ˙
zhan ㄓㄢ
zhanq ㄓㄢˉ
zhanqq ㄓㄢˊ
zhanqqq ㄓㄢˇ
zhanqqqq ㄓㄢˋ
zhanqqqqq ㄓㄢ˙
zhang ㄓㄤ
zhangq ㄓㄤˉ
zhangqq ㄓㄤˊ
zhangqqq ㄓㄤˇ
zhangqqqq ㄓㄤˋ
zhangqqqqq ㄓㄤ˙
zhao ㄓㄠ
zhaoq ㄓㄠˉ
zhaoqq ㄓㄠˊ
zhaoqqq ㄓㄠˇ
zhaoqqqq ㄓㄠˋ
zhaoqqqqq ㄓㄠ˙
zhe ㄓㄜ
zheq ㄓㄜˉ
zheqq ㄓㄜˊ
zheqqq ㄓㄜˇ
zheqqqq ㄓㄜˋ
zheqqqqq ㄓㄜ˙
zhei ㄓㄟ
zheiq ㄓㄟˉ
zheiqq ㄓㄟˊ
zheiqqq ㄓㄟˇ
zheiqqqq ㄓㄟˋ
zheiqqqqq ㄓㄟ˙
zhen ㄓㄣ
zhenq ㄓㄣˉ
zhenqq ㄓㄣˊ
zhenqqq ㄓㄣˇ
zhenqqqq ㄓㄣˋ
zhenqqqqq ㄓㄣ˙
zheng ㄓㄥ
zhengq ㄓㄥˉ
zhengqq ㄓㄥˊ
zhengqqq ㄓㄥˇ
zhengqqqq ㄓㄥˋ
zhengqqqqq ㄓㄥ˙
zher ㄓㄦ
zherq ㄓㄦˉ
zherqq ㄓㄦˊ
zherqqq ㄓㄦˇ
zherqqqq ㄓㄦˋ
zherqqqqq ㄓㄦ˙
zhi ㄓ
zhiq ㄓˉ
zhiqq ㄓˊ
zhiqqq ㄓˇ
zhiqqqq ㄓˋ
zhiqqqqq ㄓ˙
zhi ㄓㄧ
zhiq ㄓㄧˉ
zhiqq ㄓㄧˊ
zhiqqq ㄓㄧˇ
zhiqqqq ㄓㄧˋ
zhiqqqqq ㄓㄧ˙
zhia ㄓㄧㄚ
zhiaq ㄓㄧㄚˉ
zhiaqq ㄓㄧㄚˊ
zhiaqqq ㄓㄧㄚˇ
zhiaqqqq ㄓㄧㄚˋ
zhiaqqqqq ㄓㄧㄚ˙
zhian ㄓㄧㄢ
zhianq ㄓㄧㄢˉ
zhianqq ㄓㄧㄢˊ
zhianqqq ㄓㄧㄢˇ
zhianqqqq ㄓㄧㄢˋ
zhianqqqqq ㄓㄧㄢ˙
zhiang ㄓㄧㄤ
zhiangq ㄓㄧㄤˉ
zhiangqq ㄓㄧㄤˊ
zhiangqqq ㄓㄧㄤˇ
zhiangqqqq ㄓㄧㄤˋ
zhiangqqqqq ㄓㄧㄤ˙
zhiao ㄓㄧㄠ
zhiaoq ㄓㄧㄠˉ
zhiaoqq ㄓㄧㄠˊ
zhiaoqqq ㄓㄧㄠˇ
zhiaoqqqq ㄓㄧㄠˋ
zhiaoqqqqq ㄓㄧㄠ˙
zhie ㄓㄧㄝ
zhieq ㄓㄧㄝˉ
zhieqq ㄓㄧㄝˊ
zhieqqq ㄓㄧㄝˇ
zhieqqqq ㄓㄧㄝˋ
zhieqqqqq ㄓㄧㄝ˙
zhin ㄓㄧㄣ
zhinq ㄓㄧㄣˉ
zhinqq ㄓㄧㄣˊ
zhinqqq ㄓㄧㄣˇ
zhinqqqq ㄓㄧㄣˋ
zhinqqqqq ㄓㄧㄣ˙
zhing ㄓㄧㄥ
zhingq ㄓㄧㄥˉ
zhingqq ㄓㄧㄥˊ
zhingqqq ㄓㄧㄥˇ
zhingqqqq ㄓㄧㄥˋ
zhingqqqqq ㄓㄧㄥ˙
zhiong ㄓㄩㄥ
zhiongq ㄓㄩㄥˉ
zhiongqq ㄓㄩㄥˊ
zhiongqqq ㄓㄩㄥˇ
zhiongqqqq ㄓㄩㄥˋ
zhiongqqqqq ㄓㄩㄥ˙
zhiou ㄓㄧㄡ
zhiouq ㄓㄧㄡˉ
zhiouqq ㄓㄧㄡˊ
zhiouqqq ㄓㄧㄡˇ
zhiouqqqq ㄓㄧㄡˋ
zhiouqqqqq ㄓㄧㄡ˙
zhiu ㄓㄧㄡ
zhiuq ㄓㄧㄡˉ
zhiuqq ㄓㄧㄡˊ
zhiuqqq ㄓㄧㄡˇ
zhiuqqqq ㄓㄧㄡˋ
zhiuqqqqq ㄓㄧㄡ˙
zhiung ㄓㄩㄥ
zhiungq ㄓㄩㄥˉ
zhiungqq ㄓㄩㄥˊ
zhiungqqq ㄓㄩㄥˇ
zhiungqqqq ㄓㄩㄥˋ
zhiungqqqqq ㄓㄩㄥ˙
zho ㄓㄛ
zhoq ㄓㄛˉ
zhoqq ㄓㄛˊ
zhoqqq ㄓㄛˇ
zhoqqqq ㄓㄛˋ
zhoqqqqq ㄓㄛ˙
zhong ㄓㄨㄥ
zhongq ㄓㄨㄥˉ
zhongqq ㄓㄨㄥˊ
zhongqqq ㄓㄨㄥˇ
zhongqqqq ㄓㄨㄥˋ
zhongqqqqq ㄓㄨㄥ˙
zhou ㄓㄡ
zhouq ㄓㄡˉ
zhouqq ㄓㄡˊ
zhouqqq ㄓㄡˇ
zhouqqqq ㄓㄡˋ
zhouqqqqq ㄓㄡ˙
zhu ㄓㄨ
zhuq ㄓㄨˉ
zhuqq ㄓㄨˊ
zhuqqq ㄓㄨˇ
zhuqqqq ㄓㄨˋ
zhuqqqqq ㄓㄨ˙
zhua ㄓㄨㄚ
zhuaq ㄓㄨㄚˉ
zhuaqq ㄓㄨㄚˊ
zhuaqqq ㄓㄨㄚˇ
zhuaqqqq ㄓㄨㄚˋ
zhuaqqqqq ㄓㄨㄚ˙
zhuai ㄓㄨㄞ
zhuaiq ㄓㄨㄞˉ
zhuaiqq ㄓㄨㄞˊ
zhuaiqqq ㄓㄨㄞˇ
zhuaiqqqq ㄓㄨㄞˋ
zhuaiqqqqq ㄓㄨㄞ˙
zhuan ㄓㄨㄢ
zhuanq ㄓㄨㄢˉ
zhuanqq ㄓㄨㄢˊ
zhuanqqq ㄓㄨㄢˇ
zhuanqqqq ㄓㄨㄢˋ
zhuanqqqqq ㄓㄨㄢ˙
zhuang ㄓㄨㄤ
zhuangq ㄓㄨㄤˉ
zhuangqq ㄓㄨㄤˊ
zhuangqqq ㄓㄨㄤˇ
zhuangqqqq ㄓㄨㄤˋ
zhuangqqqqq ㄓㄨㄤ˙
zhui ㄓㄨㄟ
zhuiq ㄓㄨㄟˉ
zhuiqq ㄓㄨㄟˊ
zhuiqqq ㄓㄨㄟˇ
zhuiqqqq ㄓㄨㄟˋ
zhuiqqqqq ㄓㄨㄟ˙
zhun ㄓㄨㄣ
zhunq ㄓㄨㄣˉ
zhunqq ㄓㄨㄣˊ
zhunqqq ㄓㄨㄣˇ
zhunqqqq ㄓㄨㄣˋ
zhunqqqqq ㄓㄨㄣ˙
zhung ㄓㄨㄥ
zhungq ㄓㄨㄥˉ
zhungqq ㄓㄨㄥˊ
zhungqqq ㄓㄨㄥˇ
zhungqqqq ㄓㄨㄥˋ
zhungqqqqq ㄓㄨㄥ˙
zhuo ㄓㄨㄛ
zhuoq ㄓㄨㄛˉ
zhuoqq ㄓㄨㄛˊ
zhuoqqq ㄓㄨㄛˇ
zhuoqqqq ㄓㄨㄛˋ
zhuoqqqqq ㄓㄨㄛ˙
zhv ㄓㄩ
zhvq ㄓㄩˉ
zhvqq ㄓㄩˊ
zhvqqq ㄓㄩˇ
zhvqqqq ㄓㄩˋ
zhvqqqqq ㄓㄩ˙
zhve ㄓㄩㄝ
zhveq ㄓㄩㄝˉ
zhveqq ㄓㄩㄝˊ
zhveqqq ㄓㄩㄝˇ
zhveqqqq ㄓㄩㄝˋ
zhveqqqqq ㄓㄩㄝ˙
zhvn ㄓㄩㄣ
zhvnq ㄓㄩㄣˉ
zhvnqq ㄓㄩㄣˊ
zhvnqqq ㄓㄩㄣˇ
zhvnqqqq ㄓㄩㄣˋ
zhvnqqqqq ㄓㄩㄣ˙
zhvng ㄓㄩㄥ
zhvngq ㄓㄩㄥˉ
zhvngqq ㄓㄩㄥˊ
zhvngqqq ㄓㄩㄥˇ
zhvngqqqq ㄓㄩㄥˋ
zhvngqqqqq ㄓㄩㄥ˙
zhyu ㄓㄩ
zhyuq ㄓㄩˉ
zhyuqq ㄓㄩˊ
zhyuqqq ㄓㄩˇ
zhyuqqqq ㄓㄩˋ
zhyuqqqqq ㄓㄩ˙
zhyue ㄓㄩㄝ
zhyueq ㄓㄩㄝˉ
zhyueqq ㄓㄩㄝˊ
zhyueqqq ㄓㄩㄝˇ
zhyueqqqq ㄓㄩㄝˋ
zhyueqqqqq ㄓㄩㄝ˙
zhyun ㄓㄩㄣ
zhyunq ㄓㄩㄣˉ
zhyunqq ㄓㄩㄣˊ
zhyunqqq ㄓㄩㄣˇ
zhyunqqqq ㄓㄩㄣˋ
zhyunqqqqq ㄓㄩㄣ˙
zhyung ㄓㄩㄥ
zhyungq ㄓㄩㄥˉ
zhyungqq ㄓㄩㄥˊ
zhyungqqq ㄓㄩㄥˇ
zhyungqqqq ㄓㄩㄥˋ
zhyungqqqqq ㄓㄩㄥ˙
zi ㄗ
ziq ㄗˉ
ziqq ㄗˊ
ziqqq ㄗˇ
ziqqqq ㄗˋ
ziqqqqq ㄗ˙
zi ㄗㄧ
ziq ㄗㄧˉ
ziqq ㄗㄧˊ
ziqqq ㄗㄧˇ
ziqqqq ㄗㄧˋ
ziqqqqq ㄗㄧ˙
zia ㄗㄧㄚ
ziaq ㄗㄧㄚˉ
ziaqq ㄗㄧㄚˊ
ziaqqq ㄗㄧㄚˇ
ziaqqqq ㄗㄧㄚˋ
ziaqqqqq ㄗㄧㄚ˙
zian ㄗㄧㄢ
zianq ㄗㄧㄢˉ
zianqq ㄗㄧㄢˊ
zianqqq ㄗㄧㄢˇ
zianqqqq ㄗㄧㄢˋ
zianqqqqq ㄗㄧㄢ˙
ziang ㄗㄧㄤ
ziangq ㄗㄧㄤˉ
ziangqq ㄗㄧㄤˊ
ziangqqq ㄗㄧㄤˇ
ziangqqqq ㄗㄧㄤˋ
ziangqqqqq ㄗㄧㄤ˙
ziao ㄗㄧㄠ
ziaoq ㄗㄧㄠˉ
ziaoqq ㄗㄧㄠˊ
ziaoqqq ㄗㄧㄠˇ
ziaoqqqq ㄗㄧㄠˋ
ziaoqqqqq ㄗㄧㄠ˙
zie ㄗㄧㄝ
zieq ㄗㄧㄝˉ
zieqq ㄗㄧㄝˊ
zieqqq ㄗㄧㄝˇ
zieqqqq ㄗㄧㄝˋ
zieqqqqq ㄗㄧㄝ˙
zin ㄗㄧㄣ
zinq ㄗㄧㄣˉ
zinqq ㄗㄧㄣˊ
zinqqq ㄗㄧㄣˇ
zinqqqq ㄗㄧㄣˋ
zinqqqqq ㄗㄧㄣ˙
zing ㄗㄧㄥ
zingq ㄗㄧㄥˉ
zingqq ㄗㄧㄥˊ
zingqqq ㄗㄧㄥˇ
zingqqqq ㄗㄧㄥˋ
zingqqqqq ㄗㄧㄥ˙
ziong ㄗㄩㄥ
ziongq ㄗㄩㄥˉ
ziongqq ㄗㄩㄥˊ
ziongqqq ㄗㄩㄥˇ
ziongqqqq ㄗㄩㄥˋ
ziongqqqqq ㄗㄩㄥ˙
ziou ㄗㄧㄡ
ziouq ㄗㄧㄡˉ
ziouqq ㄗㄧㄡˊ
ziouqqq ㄗㄧㄡˇ
ziouqqqq ㄗㄧㄡˋ
ziouqqqqq ㄗㄧㄡ˙
ziu ㄗㄧㄡ
ziuq ㄗㄧㄡˉ
ziuqq ㄗㄧㄡˊ
ziuqqq ㄗㄧㄡˇ
ziuqqqq ㄗㄧㄡˋ
ziuqqqqq ㄗㄧㄡ˙
ziung ㄗㄩㄥ
ziungq ㄗㄩㄥˉ
ziungqq ㄗㄩㄥˊ
ziungqqq ㄗㄩㄥˇ
ziungqqqq ㄗㄩㄥˋ
ziungqqqqq ㄗㄩㄥ˙
zo ㄗㄛ
zoq ㄗㄛˉ
zoqq ㄗㄛˊ
zoqqq ㄗㄛˇ
zoqqqq ㄗㄛˋ
zoqqqqq ㄗㄛ˙
zong ㄗㄨㄥ
zongq ㄗㄨㄥˉ
zongqq ㄗㄨㄥˊ
zongqqq ㄗㄨㄥˇ
zongqqqq ㄗㄨㄥˋ
zongqqqqq ㄗㄨㄥ˙
zou ㄗㄡ
zouq ㄗㄡˉ
zouqq ㄗㄡˊ
zouqqq ㄗㄡˇ
zouqqqq ㄗㄡˋ
zouqqqqq ㄗㄡ˙
zu ㄗㄨ
zuq ㄗㄨˉ
zuqq ㄗㄨˊ
zuqqq ㄗㄨˇ
zuqqqq ㄗㄨˋ
zuqqqqq ㄗㄨ˙
zua ㄗㄨㄚ
zuaq ㄗㄨㄚˉ
zuaqq ㄗㄨㄚˊ
zuaqqq ㄗㄨㄚˇ
zuaqqqq ㄗㄨㄚˋ
zuaqqqqq ㄗㄨㄚ˙
zuai ㄗㄨㄞ
zuaiq ㄗㄨㄞˉ
zuaiqq ㄗㄨㄞˊ
zuaiqqq ㄗㄨㄞˇ
zuaiqqqq ㄗㄨㄞˋ
zuaiqqqqq ㄗㄨㄞ˙
zuan ㄗㄨㄢ
zuanq ㄗㄨㄢˉ
zuanqq ㄗㄨㄢˊ
zuanqqq ㄗㄨㄢˇ
zuanqqqq ㄗㄨㄢˋ
zuanqqqqq ㄗㄨㄢ˙
zuang ㄗㄨㄤ
zuangq ㄗㄨㄤˉ
zuangqq ㄗㄨㄤˊ
zuangqqq ㄗㄨㄤˇ
zuangqqqq ㄗㄨㄤˋ
zuangqqqqq ㄗㄨㄤ˙
zui ㄗㄨㄟ
zuiq ㄗㄨㄟˉ
zuiqq ㄗㄨㄟˊ
zuiqqq ㄗㄨㄟˇ
zuiqqqq ㄗㄨㄟˋ
zuiqqqqq ㄗㄨㄟ˙
zun ㄗㄨㄣ
zunq ㄗㄨㄣˉ
zunqq ㄗㄨㄣˊ
zunqqq ㄗㄨㄣˇ
zunqqqq ㄗㄨㄣˋ
zunqqqqq ㄗㄨㄣ˙
zung ㄗㄨㄥ
zungq ㄗㄨㄥˉ
zungqq ㄗㄨㄥˊ
zungqqq ㄗㄨㄥˇ
zungqqqq ㄗㄨㄥˋ
zungqqqqq ㄗㄨㄥ˙
zuo ㄗㄨㄛ
zuoq ㄗㄨㄛˉ
zuoqq ㄗㄨㄛˊ
zuoqqq ㄗㄨㄛˇ
zuoqqqq ㄗㄨㄛˋ
zuoqqqqq ㄗㄨㄛ˙
zv ㄗㄩ
zvq ㄗㄩˉ
zvqq ㄗㄩˊ
zvqqq ㄗㄩˇ
zvqqqq ㄗㄩˋ
zvqqqqq ㄗㄩ˙
zve ㄗㄩㄝ
zveq ㄗㄩㄝˉ
zveqq ㄗㄩㄝˊ
zveqqq ㄗㄩㄝˇ
zveqqqq ㄗㄩㄝˋ
zveqqqqq ㄗㄩㄝ˙
zvn ㄗㄩㄣ
zvnq ㄗㄩㄣˉ
zvnqq ㄗㄩㄣˊ
zvnqqq ㄗㄩㄣˇ
zvnqqqq ㄗㄩㄣˋ
zvnqqqqq ㄗㄩㄣ˙
zvng ㄗㄩㄥ
zvngq ㄗㄩㄥˉ
zvngqq ㄗㄩㄥˊ
zvngqqq ㄗㄩㄥˇ
zvngqqqq ㄗㄩㄥˋ
zvngqqqqq ㄗㄩㄥ˙
zyu ㄗㄩ
zyuq ㄗㄩˉ
zyuqq ㄗㄩˊ
zyuqqq ㄗㄩˇ
zyuqqqq ㄗㄩˋ
zyuqqqqq ㄗㄩ˙
zyue ㄗㄩㄝ
